APP_ID,CLASS_NAME,INVOCATION,NO. OF ARGUMENTS,COMPLEXITY_SCORE,Comments,,
com.supplypro.ssm-228,CustomX509TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.testproductsintl.www.TPIView-72,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
dcits.dmx.Droid.Remote-22093000,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.keb.combivismobile-131,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
iSellerRetail.Android.v2-789,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.findernet.Toolbox-1399,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.dmg_it.Fusion-63,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.mex.mexmobile-70,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
hu.tell.gatecontrolv2-180,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.inim.iniminstallatori-122,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.siemens.easie-230001021,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
jp.co.yaskawa.drivewizard-1122170,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
net.petrjanousek.DVBTTelevizor-29,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.matwatertech.condor-21,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.MagicBullet.ProjectBreatheApp-14104,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.eliwell.myEliwell-22,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.actigraph.virtualhub.droid-1061,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.companyname.ALLUXAdjustment-9,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
sensycal.sharp.d-22,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.matrix.satatyamv-500062,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.mhd.flasher.n55-89,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.esimple.maipiusoli-134,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.Itron.Mobile.Deployment-1474,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
biz.prointegra.meteobot-47165,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.liquidint.follettconnect-271,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.asem.ubiquity.ar-40,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.vas.mobile-1695760076,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.schomaecker_gmbh.myAuthent.x8_10_100_1-26436,DeviceService_BypassSslValidationTrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.lairdtech.ewbmobile-4,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.matrix.satatyamv-500062,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
adn.Tracer2.Free-162,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
za.co.myphoenix.bt_temp-30,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
hfh.wellbe.virtualassistant.droid-1133,CustomX509TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.auma.assistant-100818,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.ThreeSixtyIntegrated.SiteOwl-31,CustomX509TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
br.com.ilinq.ilinqcenter-1008,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
fr.ccei.briorcplus-31,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.resound.smart-30183,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.dias.SmAppIR-300009,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
coldstores.coldstores-18,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
uk.co.trackit247-86,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.albertronic.x123smartbms-51,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.windlogics.energy_optimizer-94,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.extron.sharelinkpro1k-279,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.marscommerce.eiswareweb-137,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.prolojik.go-107,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
no.sensio.android.smarthus-327,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
hu.tell.gatecontrolv2-180,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.airlift.wirelessone-100130,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
jp.co.yaskawa.drivewizard-1122170,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.axontelematics.deviceinstallerapp-1695894843,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
net.bimmergeeks-302522,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.esimple.maipiusoli-134,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.lostnfound.mobile_app-67,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
myEddyHome.MyEddyHome-133,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.Hytrol.EZLogicOS-14,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.velsol.vtrack.ng-767,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.planatc.scanner.nerosimple-10207,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.prolojik.go-107,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.ecolab.envision.mde-153,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.humid.rfidscanner-400012,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.scn.BrickController2-48,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
us.legrand.sensorconfig-2000000035,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
biz.prointegra.meteo.nitro-46125,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
ca.brandt.LeadHand-400021,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.peaknx.youvi.visu-500043,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
dk.cctek.sanipay-167,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.bticino.thermostat-535,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
hobdrivedemo.android-1631,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
ca.cdvi.atriumfinder-6,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.plejd.plejdapp-1074,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.esimple.maipiusoli-134,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.RBHAccess.RBHMobileBT-18,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.powersoft.deva-1000401,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.schomaecker_gmbh.myAuthent.x8_10_100_1-26436,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.kathrein.kathreinesu-1220,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.redtailtelematics.rtcheck-30110017,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.lucon.brinkhome-1608,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.matwatertech.condor-21,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
net.clever.obd4u-1225,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.ektos.e.bike.client-119,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
tw.com.ivtech.HeartCam-6,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.birdrf.birdrfmeter.android-60,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.inim.inimutenti-500284,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.tmatix.iot.sbm-190,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.exfo.cmax2.mobile.android-2322302,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.progea.NExTWebClient-50,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.geckoportal.intouch2.d1-513,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.hydropods.mobileapp-320,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.theyield.sensingplusv2-1698240255,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
unified_E.Unified_E-67,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.innovsys.apmax.mytvs-231019690,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.clearblue.connected-2119,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
egain.edgemobile.android-33,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.LafayetteInstrument.LEval-55,X509TrustManagerWithValidationCallback.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.frankische.ventilation-31,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.cesva.SC420Link-4,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
ch.fms_ag.comact-36,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.visility.visilitymobile-81,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.keb.combivismobile-131,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
dancingtree.mo4media-94,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.pyxislab.upyxis-202303101,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.medline.health-65,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.primes.ldsandroid-29,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.geckoportal.intouch2-513,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.ccsys.eocharging-76,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.eldom.smarthome-8,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.argus_electronic.TMSOnline-13,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.matrix.satatyamv-500062,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
it.dabpumps.dconnect-219,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.krohne.opticheck.temperature.mobile-10600001,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.osram.bt.control-2070002,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
dk.cctek.payperwash-167,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
be.lecot.connect.setup-32,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.uk.tsl.ScanScanWrite-30900,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.xylem.xtagapp-35,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.oneevent.oneprevent-59,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
uk.co.mx5tech.bluetooth-11,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.companyname.ALLUXAdjustment-9,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
dk.cctek.payperwash-167,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.siemens.abtgo-510291800,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.win911.newmobile-1127,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
no.sensio.android.smarthus-327,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.skov.fox-256,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
ca.cdvi.atriumfinder-6,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.skcinc.smartwave-1209,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.axontelematics.deviceinstallerapp-1695894843,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
forms_TTS.Droid-78,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.eliwell.myEliwell-22,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.carel.applica-2392,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.lehighdim.solitaire-23,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.mrusoftware.mru4u-500168,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
eu.hoermann.steinau.bluesecur-57469,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.eocortex.mobile-501026,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.managerplus.x2.workcompanion-123,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.geberit.acmeraserviceapp-23260445,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
se.netmine.hobbyconnect.android-50,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.engsolinc.healthyedge-790,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.comfiletech.comfilehmiviewer-107,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.gewiss.thermoice2-47,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.eCotton.MobileBaleScan-175,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.frankische.ventilation-31,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
xamarin.be.anb.homeanywheremobile-48,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.sparkevo.bluericci-54,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.mhd.flasher.n55-89,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.simaudio.mind.android-231,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.siemens.abtgo-510291800,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.safetyio.connect-91,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.microsystems.Hillyard-272,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.lostnfound.mobile_app-67,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.primes.ldsandroid-29,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.talpey.BullseyeMatch-155,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.imploded.heliumremote-555,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.goi_inc.navitas-381,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.siemens.sentron-23073109,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.Invertek.OptiToolsMobile-122,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.Guardian.GuardianMobile.Android-120,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.keb.combivismobile-131,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
de.kathrein.kathreinesu-1220,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
com.de.synergetik.BlackSpiritFloorRemote-23042501,ServerCertificateCustomValidator_TrustManager.java,"private native void n_checkServerTrusted(X509Certificate[] x509CertificateArr, String str);",0,0,Native Method Call,,
