app_id,class_name,method,invocation,method_body,argument_list,number_of_arguments,complexity_score,,,
com.ministrybrands.ezekiel-110010,Verify.java,verify,"public static void verify(boolean z, String str, int i, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Long.valueOf(j)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.androny.egy.cables_tables-181,Verify.java,verify,"public static void verify(boolean z, String str, long j, int i) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.mashtaler.adtd.demo-94,Verify.java,verify,"public static void verify(boolean z, String str, int i, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.krapps.easterdayphotoframes-9,Verify.java,verify,"public static void verify(boolean z, String str, int i, char c) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Character.valueOf(c)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Character.valueOf(c)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
app.Theme.honor.play8a.honor20i.honor10i.Wallpaper.launcher-9,Verify.java,verify,"public static void verify(boolean z, String str, char c) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
io.pushpay.thewayworldoutreach-50,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, int i, @NullableDecl Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
mom.social.socialmom-32711,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, long j, int i) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.engever.juliano.pinturaindustrial-24,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, @CheckForNull Object obj2, @CheckForNull Object obj3, @CheckForNull Object obj4) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",18,0.849755532,,,
com.wifipassword.show.showwifipassword.wifikeyrecovery.internetspeedtest-15,Verify.java,verify,"public static void verify(boolean z, String str, long j, char c) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Character.valueOf(c)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Character.valueOf(c)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.dbd.catpiano-67,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, @CheckForNull Object obj2, @CheckForNull Object obj3, @CheckForNull Object obj4) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",18,0.849755532,,,
com.vipology.radio.wrvzfm-38,OkHostnameVerifier.java,verify,"public boolean verify(String str, X509Certificate x509Certificate) {
        if (verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostName(str, x509Certificate);
    }","{
        if (verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostName(str, x509Certificate);
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 3, 'return_statement': 2}",19,0.8561524782,," private static final Pattern VERIFY_AS_IP_ADDRESS = Pattern.compile(""([0-9a-fA-F]*:[0-9a-fA-F:.]*)|([\\d.]+)"");
======
static boolean verifyAsIpAddress(String str) {
        return VERIFY_AS_IP_ADDRESS.matcher(str).matches();
=======
private boolean verifyIpAddress(String str, X509Certificate x509Certificate) {
        List<String> subjectAltNames = getSubjectAltNames(x509Certificate, 7);
        int size = subjectAltNames.size();
        for (int i = 0; i < size; i++) {
            if (str.equalsIgnoreCase(subjectAltNames.get(i))) {
                return true;
            }
        }
        return false;
    }

======
private boolean verifyHostName(String str, X509Certificate x509Certificate) {
        String findMostSpecific;
        String lowerCase = str.toLowerCase(Locale.US);
        List<String> subjectAltNames = getSubjectAltNames(x509Certificate, 2);
        int size = subjectAltNames.size();
        int i = 0;
        boolean z = false;
        while (i < size) {
            if (verifyHostName(lowerCase, subjectAltNames.get(i))) {
                return true;
            }
            i++;
            z = true;
        }
        if (z || (findMostSpecific = new DistinguishedNameParser(x509Certificate.getSubjectX500Principal()).findMostSpecific(""cn"")) == null) {
            return false;
        }
        return verifyHostName(lowerCase, findMostSpecific);
    }
",
com.openichnos.OpenichnosApp-120,Uint8.java,verify,"protected int verify(int i) {
        if (i >= 0) {
            if (i <= 255) {
                return i;
            }
            throw new IllegalArgumentException(""Uint16 must be <= 0xFF"");
        }
        throw new IllegalArgumentException(""Uint16 must be >= 0"");
    }","{
        if (i >= 0) {
            if (i <= 255) {
                return i;
            }
            throw new IllegalArgumentException(""Uint16 must be <= 0xFF"");
        }
        throw new IllegalArgumentException(""Uint16 must be >= 0"");
    }","{'argument_list': 2, 'binary_expression': 2, 'block': 2, 'condition': 2, 'decimal_integer_literal': 2, 'identifier': 3, 'if_statement': 2, 'object_creation_expression': 2, 'return_statement': 1, 'string_fragment': 2, 'string_literal': 2, 'throw_statement': 2, 'type_identifier': 2}",26,0.8885455944,,,
com.tutucars.tutucars-60,OkHostnameVerifier.java,verify,"public boolean verify(String str, X509Certificate x509Certificate) {
        if (Util.verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostname(str, x509Certificate);
    }","{
        if (Util.verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostname(str, x509Certificate);
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 9, 'if_statement': 1, 'method_invocation': 3, 'return_statement': 2}",20,0.8619880792,,,
com.neuron.manager-1313,Verify.java,verify,"public static void verify(boolean z, String str, int i, Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
tv.canalbrazil.cbtv-38,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, int i) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.gallagher.security.commandcentremobile-920024,DefaultSession.java,verify,"@Override // javax.net.ssl.HostnameVerifier
                public final boolean verify(String str, SSLSession sSLSession) {
                    boolean _init_$lambda$29;
                    _init_$lambda$29 = DefaultSession._init_$lambda$29(str, sSLSession);
                    return _init_$lambda$29;
                }","{
                    boolean _init_$lambda$29;
                    _init_$lambda$29 = DefaultSession._init_$lambda$29(str, sSLSession);
                    return _init_$lambda$29;
                }","{'argument_list': 1, 'assignment_expression': 1, 'boolean_type': 1, 'expression_statement': 1, 'identifier': 7, 'local_variable_declaration': 1, 'method_invocation': 1, 'return_statement': 1, 'variable_declarator': 1}",15,0.8262150989,,,
com.blueframetech.psuac-310400070,Verify.java,verify,"public static void verify(boolean z2, String str, long j2, long j3) {
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j2), Long.valueOf(j3)));
        }
    }","{
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j2), Long.valueOf(j3)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.weirtondailytimes.allaccess-150,Verify.java,verify,"public static void verify(boolean z, String str, long j, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.radio.station.WHTA.FM-825175,Verify.java,verify,"public static void verify(boolean expression, String errorMessageTemplate, @CheckForNull Object p1) {
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, p1));
        }
    }","{
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, p1));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 5, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",15,0.8262150989,,,
com.ng.planetcam-23,Verify.java,verify,"public static void verify(boolean z, String str, long j, int i) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), Integer.valueOf(i)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.ProDataDoctor.CoolMemoToDoTasksNotes-21,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, @CheckForNull Object obj2, @CheckForNull Object obj3) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",17,0.8427094906,,,
com.briox.riversip.android.asports.hockey-11419,Verify.java,verify,"public static void verify(boolean z, String str, char c, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.premiumsoftware.lullaby-23,Verify.java,verify,"public static void verify(boolean z2, String str, int i2, char c2) {
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i2), Character.valueOf(c2)));
        }
    }","{
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i2), Character.valueOf(c2)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
de.fluidmobile.android.mrt.store-92,OkHostnameVerifier.java,verify,"public boolean verify(String str, X509Certificate x509Certificate) {
        if (Util.verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostname(str, x509Certificate);
    }","{
        if (Util.verifyAsIpAddress(str)) {
            return verifyIpAddress(str, x509Certificate);
        }
        return verifyHostname(str, x509Certificate);
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 9, 'if_statement': 1, 'method_invocation': 3, 'return_statement': 2}",20,0.8619880792,,,
com.wsimhd2.player-402021,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
mom.social.socialmom-32711,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, char c, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c), Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c), Long.valueOf(j)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.sendgroupsms.GetWellSoon-17,Verify.java,verify,"public static void verify(boolean z, String str, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
com.mozartit.ninepersonalty-3530,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, int i) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
absworkout.sixpack.sixpackabs.absexercise-10,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, @NullableDecl Object obj, @NullableDecl Object obj2) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 6, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",16,0.8349069756,,,
com.nippt.shona.free.bible-26,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, @CheckForNull Object obj2, @CheckForNull Object obj3, @CheckForNull Object obj4) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, obj2, obj3, obj4));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",18,0.849755532,,,
com.workport-551,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, long j, @NullableDecl Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.CSambirae.android-1400000,Verify.java,verify,"public static void verify(boolean expression, String errorMessageTemplate, long p1) {
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, Long.valueOf(p1)));
        }
    }","{
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, Long.valueOf(p1)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
com.sugarapps.smarttools-6,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.ng.planetcam-23,Verify.java,verify,"public static void verify(boolean z, String str, char c) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
com.ProDataDoctor.PeriodicTable-16,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 5, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",15,0.8262150989,,,
com.briox.riversip.android.asports.hockey-11419,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object obj, long j) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Long.valueOf(j)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.pavahainc.maskphotoeditor-727,Verify.java,verify,"public static void verify(boolean z, String str, int i, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.premiumsoftware.lullaby-23,Verify.java,verify,"public static void verify(boolean z2, String str, int i2, long j2) {
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i2), Long.valueOf(j2)));
        }
    }","{
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i2), Long.valueOf(j2)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.pransuinc.dalalibook-7,Verify.java,verify,"public static void verify(boolean z6, String str, long j7, Object obj) {
        if (!z6) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j7), obj));
        }
    }","{
        if (!z6) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j7), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
de.nextbike-20241001,Verify.java,verify,"public static void verify(boolean z, String str, @CheckForNull Object... objArr) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, objArr));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, objArr));
        }
    }","{'argument_list': 2, 'block': 1, 'condition': 1, 'identifier': 5, 'if_statement': 1, 'method_invocation': 1, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",15,0.8262150989,,,
io.pushpay.thewayworldoutreach-50,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, char c) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Character.valueOf(c)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
com.briox.riversip.android.asports.hockey-11419,Verify.java,verify,"public static void verify(boolean z, String str, int i, int i2) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Integer.valueOf(i2)));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Integer.valueOf(i), Integer.valueOf(i2)));
        }
    }","{'argument_list': 4, 'block': 1, 'condition': 1, 'identifier': 10, 'if_statement': 1, 'method_invocation': 3, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",24,0.8809985615,,,
com.kaweahdeltapharmacy.pharmacy-2020000,Verify.java,verify,"public static void verify(boolean z, @NullableDecl String str, long j, @NullableDecl Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
com.CSambirae.android-1400000,Verify.java,verify,"public static void verify(boolean expression, String errorMessageTemplate, char p1) {
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, Character.valueOf(p1)));
        }
    }","{
        if (!expression) {
            throw new VerifyException(Strings.lenientFormat(errorMessageTemplate, Character.valueOf(p1)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 7, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",19,0.8561524782,,,
com.elerts.nictd-15,Verify.java,verify,"public static void verify(boolean z, String str, long j, @CheckForNull Object obj) {
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{
        if (!z) {
            throw new VerifyException(Strings.lenientFormat(str, Long.valueOf(j), obj));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
org.mapapps.mapyourtown.barcelona-43,Verify.java,verify,"public static void verify(boolean z2, String str, Object obj, int i3) {
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i3)));
        }
    }","{
        if (!z2) {
            throw new VerifyException(Strings.lenientFormat(str, obj, Integer.valueOf(i3)));
        }
    }","{'argument_list': 3, 'block': 1, 'condition': 1, 'identifier': 8, 'if_statement': 1, 'method_invocation': 2, 'object_creation_expression': 1, 'throw_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",20,0.8619880792,,,
